County,Provider,contract_plan,Implant Coverage (Y/N),Root Canal Coverage (Y/N),Healthy Food Rollover,OTC Rollover (Y/N),Dental Summary
TX: El Paso & TX: Houston,CIGNA,H4513066000,0,1,0,0,"Based on the information provided, it is not possible to determine whether the health plan's dental benefits are considered generous."
TX: El Paso & TX: Houston,CIGNA,H4513066000,0,1,0,0,"Based on the information provided, it is not possible to determine whether the health plan's dental benefits are considered generous."
TX: El Paso & TX: Houston,CIGNA,H4513066000,0,1,0,0,"Based on the information provided, it is not possible to determine whether the health plan's dental benefits are considered generous."
TX: El Paso,CIGNA,H4513061003,1,1,0,0,"Based on the lack of information in the subreports, it is not possible to determine whether the health plan's dental benefits are considered generous or not."
TX: Houston,Centene Corporation,H0174009000,0,1,0,0,"Based on the information provided, the health plan's dental benefits cannot be determined."
TX: Houston,Centene Corporation,H0174009000,0,1,0,0,"Based on the information provided, the health plan's dental benefits cannot be determined."
TX: Houston,Centene Corporation,H0174009000,0,1,0,0,"Based on the information provided, the health plan's dental benefits cannot be determined."
TX: Houston,Centene Corporation,H0174009000,0,1,0,0,"Based on the information provided, the health plan's dental benefits cannot be determined."
TX: Houston,Centene Corporation,H0174009000,0,1,0,0,"Based on the information provided, the health plan's dental benefits cannot be determined."
TX: Houston,Centene Corporation,H0174009000,0,1,0,0,"Based on the information provided, it is unclear whether the health plan offers dental benefits. Therefore, we cannot determine if the dental benefits are considered generous or not."
TX: Houston,Centene Corporation,H0174009000,0,1,0,0,"Based on the information provided, the health plan's dental benefits cannot be determined."
TX: Houston,Memorial Hermann Health System,H7115003000,0,1,0,0,"Based on the information provided, the health plan's dental benefits are unclear as there is no specific information regarding dental coverage in the subreports."
TX: Houston,"UnitedHealth Group, Inc.",H0332008000,1,1,0,0,"Based on the information provided, it is not possible to determine whether the health plan's dental benefits are considered generous or not."
TX: San Antonio,"UnitedHealth Group, Inc.",H1278005000,1,1,0,0,"Based on the information provided, the health plan's dental benefits can be considered generous. The annual maximum for dental coverage is $1,500, which is relatively high. The member cost share for dental benefits is $0, indicating that the plan covers a significant portion of the costs. The plan covers a wide range of dental services and procedures, including periodontal surgery and dental implants. However, it is important to note that out-of-network dentists may charge more than what the plan pays, even for services with a $0 copayment."
TX: San Antonio,CVS Health Corporation,H2293019000,0,1,0,0,"Based on the information provided, the Aetna Medicare Freedom Plan (PPO) dental benefits are not considered generous. The plan does not specify an annual maximum for dental coverage, and the member cost share (coinsurance) is 50% for in-network services and 70% for out-of-network services. While the plan covers a range of dental services and procedures, it does not specifically mention coverage for periodontal surgery or dental implants. Additionally, the member is responsible for any charges that exceed the usual and customary charge for a particular dental service."
