,county,provider,contract_plan,dental_notes,Implant Coverage (Y/N),Root Canal Coverage (Y/N),Healthy Food Rollover,OTC Rollover (Y/N),Dental Summary,actual_tokens,gpt_tokens,bleu_score,bleu_score_rounded,cos_sim
175,FL: South Florida: Broward,CVS Health Corporation,H1609018000,Many of the Aetna plans use their own PPO network but this plan uses Liberty. Not sure if they cover implants or perio.,0,1,0,0,"Based on the information provided, it is not possible to determine if the health plan's dental benefits are considered generous. The coverage documents do not mention the annual maximum for dental coverage, member cost share for dental benefits, covered dental services and procedures, coverage for periodontal surgery and dental implants, or member cost for in-network vs. out-of-network dental services.","['Many', 'of', 'the', 'Aetna', 'plans', 'use', 'their', 'own', 'PPO', 'network', 'but', 'this', 'plan', 'uses', 'Liberty.', 'Not', 'sure', 'if', 'they', 'cover', 'implants', 'or', 'perio.']","['Based', 'on', 'the', 'information', 'provided,', 'it', 'is', 'not', 'possible', 'to', 'determine', 'if', 'the', 'health', ""plan's"", 'dental', 'benefits', 'are', 'considered', 'generous.', 'The', 'coverage', 'documents', 'do', 'not', 'mention', 'the', 'annual', 'maximum', 'for', 'dental', 'coverage,', 'member', 'cost', 'share', 'for', 'dental', 'benefits,', 'covered', 'dental', 'services', 'and', 'procedures,', 'coverage', 'for', 'periodontal', 'surgery', 'and', 'dental', 'implants,', 'or', 'member', 'cost', 'for', 'in-network', 'vs.', 'out-of-network', 'dental', 'services.']",0.0,0.0,0.34320265
176,FL: South Florida: Miami-Dade,"Elevance Health, Inc.",H5431019000,"Only have SOB. No dental codes but based on descriptions of dental services, this is a comprehensive plan..incluces 2 implants per year..no coinsurance for implants or any other comp services. ",1,1,0,0,"Based on the coverage documents provided, the dental benefits of the HealthSun MediSun Extra (HMO D-SNP) plan are not clearly outlined. The annual maximum for dental coverage, member cost share for dental benefits, specific covered dental services and procedures, coverage for periodontal surgery and dental implants, and member cost in-network vs. out of network are not specified. Therefore, it is difficult to determine if the health plan's dental benefits are considered generous based on this information.","['Only', 'have', 'SOB.', 'No', 'dental', 'codes', 'but', 'based', 'on', 'descriptions', 'of', 'dental', 'services,', 'this', 'is', 'a', 'comprehensive', 'plan..incluces', '2', 'implants', 'per', 'year..no', 'coinsurance', 'for', 'implants', 'or', 'any', 'other', 'comp', 'services.']","['Based', 'on', 'the', 'coverage', 'documents', 'provided,', 'the', 'dental', 'benefits', 'of', 'the', 'HealthSun', 'MediSun', 'Extra', '(HMO', 'D-SNP)', 'plan', 'are', 'not', 'clearly', 'outlined.', 'The', 'annual', 'maximum', 'for', 'dental', 'coverage,', 'member', 'cost', 'share', 'for', 'dental', 'benefits,', 'specific', 'covered', 'dental', 'services', 'and', 'procedures,', 'coverage', 'for', 'periodontal', 'surgery', 'and', 'dental', 'implants,', 'and', 'member', 'cost', 'in-network', 'vs.', 'out', 'of', 'network', 'are', 'not', 'specified.', 'Therefore,', 'it', 'is', 'difficult', 'to', 'determine', 'if', 'the', 'health', ""plan's"", 'dental', 'benefits', 'are', 'considered', 'generous', 'based', 'on', 'this', 'information.']",0.0,0.0,0.58336306
177,FL: South Florida: Miami-Dade,"Elevance Health, Inc.",H5471064000,"This seems to be an unlimited plan that covers all comprehensive procedures, including  implants, but procedures have an annual limit (ie. 2 crowns/yr). This plan also requires members to get pre-auth on some procedures",1,1,0,0,"Unfortunately, the set of subreports does not contain any information about the health plan's dental benefits. Therefore, it can be assumed that the health plan does not cover dental.","['This', 'seems', 'to', 'be', 'an', 'unlimited', 'plan', 'that', 'covers', 'all', 'comprehensive', 'procedures,', 'including', 'implants,', 'but', 'procedures', 'have', 'an', 'annual', 'limit', '(ie.', '2', 'crowns/yr).', 'This', 'plan', 'also', 'requires', 'members', 'to', 'get', 'pre-auth', 'on', 'some', 'procedures']","['Unfortunately,', 'the', 'set', 'of', 'subreports', 'does', 'not', 'contain', 'any', 'information', 'about', 'the', 'health', ""plan's"", 'dental', 'benefits.', 'Therefore,', 'it', 'can', 'be', 'assumed', 'that', 'the', 'health', 'plan', 'does', 'not', 'cover', 'dental.']",0.0,0.0,0.36789846
178,FL: South Florida: Miami-Dade,Humana Inc.,H1019023000,"This is an unlimited plan but it doesn't cover bridges, perio surgery or implants and has procedure count limits...not as comprehensive as some Humana plans.",0,1,0,0,"Based on the coverage documents provided, the dental benefits covered by the health plan are not mentioned. Therefore, it is not possible to determine the annual maximum for dental coverage, member cost share for dental benefits, covered dental services and procedures, coverage for periodontal surgery and dental implants, and member cost for in-network vs. out-of-network dental services.","['This', 'is', 'an', 'unlimited', 'plan', 'but', 'it', ""doesn't"", 'cover', 'bridges,', 'perio', 'surgery', 'or', 'implants', 'and', 'has', 'procedure', 'count', 'limits...not', 'as', 'comprehensive', 'as', 'some', 'Humana', 'plans.']","['Based', 'on', 'the', 'coverage', 'documents', 'provided,', 'the', 'dental', 'benefits', 'covered', 'by', 'the', 'health', 'plan', 'are', 'not', 'mentioned.', 'Therefore,', 'it', 'is', 'not', 'possible', 'to', 'determine', 'the', 'annual', 'maximum', 'for', 'dental', 'coverage,', 'member', 'cost', 'share', 'for', 'dental', 'benefits,', 'covered', 'dental', 'services', 'and', 'procedures,', 'coverage', 'for', 'periodontal', 'surgery', 'and', 'dental', 'implants,', 'and', 'member', 'cost', 'for', 'in-network', 'vs.', 'out-of-network', 'dental', 'services.']",0.0,0.0,0.45885682
181,FL: South Florida: Miami-Dade,"UnitedHealth Group, Inc.",H1045012000,"This is basically a preventive plus plan..bait and switch with no limit but only covers preventive/diagnostic, fillings, dentures, denture repairs and extractions. Very weak DSNP plan compared to what we usually see from UHC",0,0,0,0,"Based on the information provided, it is not possible to determine the dental benefits offered by the health plan. The coverage documents do not mention any specific details regarding the annual maximum, member cost share, covered services and procedures, coverage for periodontal surgery and dental implants, or member payment for in-network vs. out-of-network dental services. Therefore, it is not possible to determine if the health plan's dental benefits are considered generous.","['This', 'is', 'basically', 'a', 'preventive', 'plus', 'plan..bait', 'and', 'switch', 'with', 'no', 'limit', 'but', 'only', 'covers', 'preventive/diagnostic,', 'fillings,', 'dentures,', 'denture', 'repairs', 'and', 'extractions.', 'Very', 'weak', 'DSNP', 'plan', 'compared', 'to', 'what', 'we', 'usually', 'see', 'from', 'UHC']","['Based', 'on', 'the', 'information', 'provided,', 'it', 'is', 'not', 'possible', 'to', 'determine', 'the', 'dental', 'benefits', 'offered', 'by', 'the', 'health', 'plan.', 'The', 'coverage', 'documents', 'do', 'not', 'mention', 'any', 'specific', 'details', 'regarding', 'the', 'annual', 'maximum,', 'member', 'cost', 'share,', 'covered', 'services', 'and', 'procedures,', 'coverage', 'for', 'periodontal', 'surgery', 'and', 'dental', 'implants,', 'or', 'member', 'payment', 'for', 'in-network', 'vs.', 'out-of-network', 'dental', 'services.', 'Therefore,', 'it', 'is', 'not', 'possible', 'to', 'determine', 'if', 'the', 'health', ""plan's"", 'dental', 'benefits', 'are', 'considered', 'generous.']",0.0,0.0,0.25415877
182,FL: South Florida: Miami-Dade,"Leon Health Holdings, LLC",H4286002000,This seems to be a very comprehensive plan that covers all of the same procedures that Devoted covers and there doesn't seem to be a limit on procedure count.,1,1,0,0,"Unfortunately, the set of subreports does not contain any information about the health plan's dental benefits. Therefore, it can be assumed that the health plan does not cover dental.","['This', 'seems', 'to', 'be', 'a', 'very', 'comprehensive', 'plan', 'that', 'covers', 'all', 'of', 'the', 'same', 'procedures', 'that', 'Devoted', 'covers', 'and', 'there', ""doesn't"", 'seem', 'to', 'be', 'a', 'limit', 'on', 'procedure', 'count.']","['Unfortunately,', 'the', 'set', 'of', 'subreports', 'does', 'not', 'contain', 'any', 'information', 'about', 'the', 'health', ""plan's"", 'dental', 'benefits.', 'Therefore,', 'it', 'can', 'be', 'assumed', 'that', 'the', 'health', 'plan', 'does', 'not', 'cover', 'dental.']",0.0,0.0,0.30066907
183,FL: South Florida: Palm Beach,Humana Inc.,H1036077000,This Humana plan does have implant coverage up to the annual max...very comprehensive plan.,1,1,1,1,"Based on the information provided, the health plan does not cover dental benefits.","['This', 'Humana', 'plan', 'does', 'have', 'implant', 'coverage', 'up', 'to', 'the', 'annual', 'max...very', 'comprehensive', 'plan.']","['Based', 'on', 'the', 'information', 'provided,', 'the', 'health', 'plan', 'does', 'not', 'cover', 'dental', 'benefits.']",0.0,0.0,0.4428365
186,FL: South Florida: Palm Beach,Humana Inc.,H1019023000,"Looked everywhere to see if this CareNeeds/Humana plan has an annual max and no mention..must be unlimited..they don't have a very comprehensive codes set through and they only limit 1 crown code per year, no implant coverage, limited surgery coverage",0,1,0,0,"Based on the coverage documents provided, the dental benefits covered by the health plan are not mentioned. Therefore, it is not possible to determine the annual maximum for dental coverage, member cost share for dental benefits, covered dental services and procedures, coverage for periodontal surgery and dental implants, and member cost for in-network vs. out-of-network dental services.","['Looked', 'everywhere', 'to', 'see', 'if', 'this', 'CareNeeds/Humana', 'plan', 'has', 'an', 'annual', 'max', 'and', 'no', 'mention..must', 'be', 'unlimited..they', ""don't"", 'have', 'a', 'very', 'comprehensive', 'codes', 'set', 'through', 'and', 'they', 'only', 'limit', '1', 'crown', 'code', 'per', 'year,', 'no', 'implant', 'coverage,', 'limited', 'surgery', 'coverage']","['Based', 'on', 'the', 'coverage', 'documents', 'provided,', 'the', 'dental', 'benefits', 'covered', 'by', 'the', 'health', 'plan', 'are', 'not', 'mentioned.', 'Therefore,', 'it', 'is', 'not', 'possible', 'to', 'determine', 'the', 'annual', 'maximum', 'for', 'dental', 'coverage,', 'member', 'cost', 'share', 'for', 'dental', 'benefits,', 'covered', 'dental', 'services', 'and', 'procedures,', 'coverage', 'for', 'periodontal', 'surgery', 'and', 'dental', 'implants,', 'and', 'member', 'cost', 'for', 'in-network', 'vs.', 'out-of-network', 'dental', 'services.']",0.0,0.0,0.51733196
189,FL: South Florida: Palm Beach,CVS Health Corporation,H1609048000,Many of the Aetna plans use their own PPO network but this plan uses Liberty. Not sure if they cover implants or perio.,0,1,0,0,"Based on the information provided, the dental benefits offered by the Aetna Medicare Assure Plus (HMO D-SNP) plan can be considered generous. There is no annual maximum for dental coverage, and the member cost share for dental benefits is $0. The plan covers a wide range of dental services and procedures, including periodontal surgery and dental implants, although there may be limitations and restrictions. In-network providers have a $0 member cost share, but the cost-sharing arrangements for out-of-network providers are not specified.","['Many', 'of', 'the', 'Aetna', 'plans', 'use', 'their', 'own', 'PPO', 'network', 'but', 'this', 'plan', 'uses', 'Liberty.', 'Not', 'sure', 'if', 'they', 'cover', 'implants', 'or', 'perio.']","['Based', 'on', 'the', 'information', 'provided,', 'the', 'dental', 'benefits', 'offered', 'by', 'the', 'Aetna', 'Medicare', 'Assure', 'Plus', '(HMO', 'D-SNP)', 'plan', 'can', 'be', 'considered', 'generous.', 'There', 'is', 'no', 'annual', 'maximum', 'for', 'dental', 'coverage,', 'and', 'the', 'member', 'cost', 'share', 'for', 'dental', 'benefits', 'is', '$0.', 'The', 'plan', 'covers', 'a', 'wide', 'range', 'of', 'dental', 'services', 'and', 'procedures,', 'including', 'periodontal', 'surgery', 'and', 'dental', 'implants,', 'although', 'there', 'may', 'be', 'limitations', 'and', 'restrictions.', 'In-network', 'providers', 'have', 'a', '$0', 'member', 'cost', 'share,', 'but', 'the', 'cost-sharing', 'arrangements', 'for', 'out-of-network', 'providers', 'are', 'not', 'specified.']",6.054173467777274e-232,0.0,0.4935907
190,FL: South Florida: Palm Beach,"UnitedHealth Group, Inc.",H1045038000,"This UHC plan is not comprehensive at all...covers just fillings, extractions and dentures. Some of the UHC plans use Solstice as their vendor and every Solstice plan is garbage",0,0,0,0,"Based on the information provided, it is unclear whether the health plan's dental benefits are considered generous. The coverage documents do not provide specific information about the annual maximum for dental coverage or the member cost share for dental benefits. Additionally, there is no detailed list of covered dental services and procedures, and it is unclear if periodontal surgery and dental implants are covered. The documents also do not mention the member cost share for in-network vs. out-of-network dental services.","['This', 'UHC', 'plan', 'is', 'not', 'comprehensive', 'at', 'all...covers', 'just', 'fillings,', 'extractions', 'and', 'dentures.', 'Some', 'of', 'the', 'UHC', 'plans', 'use', 'Solstice', 'as', 'their', 'vendor', 'and', 'every', 'Solstice', 'plan', 'is', 'garbage']","['Based', 'on', 'the', 'information', 'provided,', 'it', 'is', 'unclear', 'whether', 'the', 'health', ""plan's"", 'dental', 'benefits', 'are', 'considered', 'generous.', 'The', 'coverage', 'documents', 'do', 'not', 'provide', 'specific', 'information', 'about', 'the', 'annual', 'maximum', 'for', 'dental', 'coverage', 'or', 'the', 'member', 'cost', 'share', 'for', 'dental', 'benefits.', 'Additionally,', 'there', 'is', 'no', 'detailed', 'list', 'of', 'covered', 'dental', 'services', 'and', 'procedures,', 'and', 'it', 'is', 'unclear', 'if', 'periodontal', 'surgery', 'and', 'dental', 'implants', 'are', 'covered.', 'The', 'documents', 'also', 'do', 'not', 'mention', 'the', 'member', 'cost', 'share', 'for', 'in-network', 'vs.', 'out-of-network', 'dental', 'services.']",0.0,0.0,0.31900436
