County,Provider,CONTRACT_PLAN,PLAN_CATEGORY,Medicaid Coverage Categories (For D-SNP plans only),Enrolls All Duals (Y/N),"Types of Chronic Conditions (C-SNP only) (Diabetes, Coronary Artery Diseases, Cardiovascular Disorders, COPD, ESRD)",VBID (Y/N),Annual Max ,Annual Max - Shared Allowance (Y/N),Bridges Coinsurance,Crowns Coinsurance,Implant Coinsurance,Root Canal Coinsurance,Denture Coinsurance,Periodontal Surgery Coinsurance,"Dental Vendor Name (Vendor, Card Based, Allowance)",Optional Supplemental Benefit (Y/N),"Benefit Structure: Vendor, Non-vendor, Card-Based, Allowance","Out-of-Network Cost Share (Identical, Different)",Preventative Only (Y/N),Preventative and Comprehensive (Y/N),Implant Coverage (Y/N),Root Canal Coverage (Y/N),Denture Coverage (Y/N),Periodontal Surgery Coverage (Y/N),Crowns (Y/N),Bridges (Y/N),"Dental Score Card (Weak, Same or Strong) compared to Devoted plan design.  I will compare apples to apples (i.e. PPO vs PPO, 0 HMO vs 0 HMO) and will be comparing the overall dental plan design. ",Healthy Food Card Vendor,Healthy Food Card Amount,Healthy Food Card Benefit Structure (Monthly/Quarterly),Healthy Food Rollover,OTC Vendor,OTC Benefit Structure (Monthly/Quarterly),OTC - Retail (Y/N),OTC - Catalog (Y/N),OTC- Online (Y/N) ,OTC- Over-the-phone (Y/N) ,OTC Rollover (Y/N),Utilities Vendor,Utilities Benefit Structure (Monthly/Quarterly),Covered Utilities ,Utilities Rollover,Combined/Shared Benefit (Y/N) ,Additional Flex Card Benefit ,Additional Supplemental Benefit Choice (Use this row for if a member MUST choose a benefit at the time of enrollment),Routine Acupuncture Vendor,"Routine Acupuncture Benefit Structure (# of Visit /Timeframe, Coverage)",Medicare Covered Acupuncture Vendor,Therapeutic Massage Vendor,"Therapeutic Massage Benefit Structure (# of Visits/Timeframe, Coverage)",Routine Chiropractor Vendor,"Routine Chiropractor Benefit Structure (# of Visits/Timeframe, Coverage)",Vision Vendor,Fitness Vendor,Wearable Device (Fitness),Grocery Delivery,Hearing Aid Vendor,Nemt Vendor,Nemt Oneway Trip Limit,Nemt Distance (Max Mileage),In Home/ Bathroom Safety Devices (Y/N),In-Home Support Services/Personal Home Care Vendor,In-Home Support Services/Personal Home Care Benefit Structure ,PERS Vendor,PERS Coverage,Meals Vendor,Wig Chemo,Caregiver Support ,Worldwide Benefit Structure ,Companion Services ,Behavioral Health Vendor,DME Vendor,Nurse Line Vendor,Nurse Line 24/7 (Y/N)
AZ: Pima,"UnitedHealth Group, Inc.",H2228 - 075 - 000,Zero MAPD PPO,,,,,"$1,000",Y,0%,0%,0%,0%,0%,N/A,UnitedHealthCare,,Vendor,Identical,N,Y,Y,Y,Y,N,Y,Y,Weak,NC,NC,NC,NC,In store: Solutran; online and over the phone: Firstline,Quarterly,Y,Y,Y,Y,N ,NC,NC,NC,NC,N/A,N ,N/A,NC,NC,UNK,NC,NC,NC,NC,UnitedHealthcare Vision,Renew Active,NC,NC,UnitedHealthcare Hearing,NC,NC,NC,N ,NC,NC,NC,NC,NC,NC,NC,UNK,NC,UNK,UNK,NurseLine,Y
AZ: Pima,CVS Health Corporation,H5521 - 100 - 000,Zero MAPD PPO,,,,,"$1,250",Y,"0% IN, 20% OON","0% IN, 20% OON",Unknown,"0% IN, 20% OON","0% IN, 20% OON",N/A,Aetna PPO,,Vendor,Different,N,Y,Unknown,Y,Y,N?,Y,Y,Weak ,NC,NC,NC,NC,Mail order vendor: OTC Health Solutions,Quarterly,Y,Y,Y,Y,N ,NC,NC,NC,NC,N ,N ,N/A,NC,NC,UNK,NC,NC,NC,NC,EyeMed,SilverSneakers,NC,NC,NationsHearing,NC,NC,NC,N ,NC ,NC,NC,NC,GA Foods,NC,NC,UNK,NC,UNK,UNK,UNK,Y
AZ: Pima,Centene Corporation,H8553 - 001 - 000,Zero MAPD PPO,,,,,"$2,000",Y,"20% IN, 50% OON","20% IN, 50% OON",N/A,"20% IN, 50% OON","20% IN, 50% OON",N/A,?,,Vendor,Different,N,Y,N,Y,Y,N,Y,Y,Weak,NC,NC,NC,NC,CVS,Quarterly,Y,Y,Y,Y,UNK,NC,NC,NC,NC,N ,"Y - Our plan offers a prepaid Visa debit card with a combined annual
limit of $300 to help reduce your out-of-pocket expenses for dental,
vision, and hearing services. Any unused benefit dollars will expire at
the end of the year.","N -- good for dental, vision, and hearing",NC,NC,UNK,NC,NC,UNK,"Up to 12 visits every year – supplemental chiropractic services to support the back, neck, or joints of the arms and legs are limited by medical necessity. ",UNK,UNK,Y -- the home fitness kit includes a wearable fitness tracker; members can receive up to 1 kit per benefit year,NC,UNK,NC,NC,NC,NC,NC,NC,NC,NC,UNK,NC,NC,"Up to $50,000 every year for emergency or urgently needed services outside the United States",NC ,UNK,UNK,UNK,Y   
AZ: Yavapai,Humana Inc.,H0028 - 028 - 000,Zero MAPD HMO,,,,,"$1,000",Y,N/A,N/A,N/A,N/A,N/A,N/A,Humana,,Vendor,Different,N,Y,N,N,N,N,N,N,Weak,NC,NC,NC,NC,UNK,Quarterly,N ,Y,UNK -- mail order service,UNK -- mail order service,N ,NC,NC,NC,NC,N ,N ,N/A ,NC,NC,UNK,NC,NC,NC,NC,EyeMed Vision Care,SilverSneakers,NC,NC,TruHearing,NC,NC,NC,NC,NC,NC,NC,NC,Humana Well Dine,Unlimited maximum benefit per calendar year,NC,UNK,NC,UNK,UNK,NC,NC
AZ: Yavapai,Imperial Health Plan of California,H2793 - 003 - 000,Zero MAPD HMO,,,,,"$2,500",Y,0%,0%,Unknown,0%,0%,Unknown,?,,Vendor,Identical,N,Y,?,Y,Y,?,Y,Y,Same,NC,NC,NC,NC,UNK,Quarterly,Y ,Y ,Y ,Y ,N ,NC,NC,NC,NC,N ,"N -- although note that the EOC does refer to ""your flex card"" in the OTC verbiage",N ,NC,NC,UNK,NC,NC,NC,NC,March Vision,Silver&Fit®,Y -- the Silver&Fit ConnectedTM tool for tracking your activity,N ,Hearing Care Solutions,UNK,Unlimited round-trip transportation to plan-approved locations. See additional notes below re: NEMT.,"UNK -- EOC states ""within the plan's service area.""",N ,UNK,"$0 copay for up to 48 hours per year of covered in-home support services. Members are automatically eligible for in-home services at no additional cost. In-home service hours vary on plans. The in-home benefit assists members with transportation, grocery shopping, medication pickup, doctor's appointments, technical guidance, care gap reminders, light house help, light exercise, and other covered activities.",NC,NC,UNK,NC,NC,"$50,000 annual maximum allowance for emergency care services or urgently needed care received worldwide. Annual maximum allowance is combined for both Emergency and Urgently Needed Care received outside the U.S.",NC,UNK,UNK,NC,N 
AZ: Yavapai,CVS Health Corporation,H3931 - 129 - 000,Zero MAPD HMO,,,,,"$3,000",Y,"0% IN, 20% OON","0% IN, 20% OON",Unknown,"0% IN, 20% OON","0% IN, 20% OON",Unknown,Aetna PPO,,Vendor,Different,N,Y,Unknown ,Y,Y,N?,Y,Y,Strong,NC,NC,NC,NC,OTC Health Solutions,Quarterly,Y -- in CVS stores only,Y  ,Y,Y,N ,NC,NC,NC,NC,N ,N ,N/A,NC,NC,UNK,NC,NC,NC,NC,EyeMed,SilverSneakers,NC,NC,NationsHearing,NC,NC,NC,NC,NC,NC,NC,NC,GA Foods,NC,NC,UNK,NC,UNK,UNK,UNK,Y
AZ: Yavapai,CVS Health Corporation,H4835 - 005 - 000,Zero MAPD HMO,,,,,$750,Y,"0% IN, 20% OON","0% IN, 20% OON",Unknown,"0% IN, 20% OON","0% IN, 20% OON",Unknown,Aetna PPO,,Vendor,Different,N,Y,Unknown ,Y,Y,N?,Y,Y,Weak,NC,NC,NC,NC,OTC Health Solutions,Quarterly,Y -- limited to select participating CVS retail locations only,Y   ,Y,Y,N ,NC,NC,NC,NC,N ,N,N/A,NC,NC,UNK,NC,NC,NC,NC,EyeMed,SilverSneakers,NC,NC,NationsHearing,NC,NC,NC,NC,NC,NC,NC,NC,GA Foods,NC,NC,UNK,NC,UNK,UNK,UNK,Y
AZ: Yavapai,CVS Health Corporation,H5521 - 331 - 000,Zero MAPD PPO,,,,,"$1,500",Y,"0% IN, 20% OON","0% IN, 20% OON",Unknown,"0% IN, 20% OON","0% IN, 20% OON",Unknown,Aenta PPO,,Vendor,Different,N,Y,Unknown,Y,Y,N?,Y,Y,Same,NC,NC,NC,NC,OTC Health Solutions,Quarterly,Y -- in CVS stores only,Y ,Y,Y,N ,NC,NC,NC,NC,N ,N ,N/A,NC,NC,UNK,NC,NC,NC,NC,EyeMed,SilverSneakers,NC,NC,NationsHearing,NC,NC,NC,NC,NC,NC,NC,NC,GA Foods,NC,NC,UNK,NC,UNK,UNK,UNK,Y
AZ: Yavapai,Humana Inc.,H5216 - 263 - 000,Zero MAPD PPO,,,,,"$1,500",Y,"0% IN, 0% OON","0% IN, 0% OON",N/A,"0% IN, 0% OON","0% IN, 0% OON",N/A,Humana,,Vendor,Identical,N,Y,N,Y,Y,N,Y,Y,Same,NC,NC,NC,NC,UNK,Quarterly,N ,Y,UNK,UNK,N ,NC,NC,NC,NC,N ,N,N/A,NC,NC,UNK,NC,NC,NC,NC,EyeMed Vision Care,SilverSneakers,NC,NC,TruHearing,UNK,24 one-way trips/year,125 miles,NC,NC,NC,NC,NC,Humana Well Dine,NC,NC,UNK,NC,UNK,UNK,NC,N 
AZ: Yavapai,"UnitedHealth Group, Inc.",H2228 - 094 - 000,Zero MAPD PPO,,,,,$750,Y,0%,0%,0%,0%,0%,N/A,UHC ,,Vendor,Identical,N,Y,Y,Y,Y,N?,Y,Y,Weak,NC,NC,NC,NC,In store: Solutran; online and over the phone: Firstline,Quarterly,Y,Y,Y,Y,N ,NC,NC,NC,NC,N ,NC,N/A,NC,NC,UNK,NC,NC,NC,NC,UnitedHealthcare Vision,Renew Active,NC,NC,UnitedHealthcare Hearing,NC,NC,NC,NC,NC,NC,NC,NC,Mom's Meals,NC,NC,UNK,NC,UNK,UNK,NurseLine,Y
CO: Denver,"Kaiser Foundation Health Plan, Inc.",H0630 - 014 - 000,D-SNP HMO,UNK,UNK,,N,"$1,000",Y,0%,0%,N/A,0%,0%,N/A,Delta Dental PPO,,Vendor/Allowance,?,N,Y,N,Y,Y,?,Y,Y,Weak,NC,N/A,N/A,N,Medline @ Home,Quarterly,N,Y,Y,UNK,N,NC,N/A,N/A,N/A,N,N,N/A,NC,N/A',UNK,NC,Routine not covered. Only covered when ordered as part of physical therapy program in accord with Medicare guidelines. ,NC,N/A',UNK,Tivity Health SilverSneakers®,NC but discounts available for FitBit and Garmin,NC,UNK,UNK,24 one-way trips/year,55 miles,N,CareLinx,"Member receives 8 hours of non-medical, in-home
support services every month to address assistance with
Activities of daily living (ADLs) and Instrumental
Activities of Daily Living (IADLs) within the home.
Minimum hours per visit: Each visit must be at least 2
hours.",NC,NC,NC,NC,NC,UNK,NC,UNK,UNK,UNK,Y
CO: Denver,Denver Health and Hospital Authority,H5608 - 001 - 000,D-SNP HMO,QMB or Full Medicaid Benefits,,,,"$3,000",Y,0%,0%,N/A,0%,0%,0%,Delta Dental,,Vendor,Identical,N,Y,N,Y,Y,Y,Y,Y,Weak,UNK,$260,Quarterly,N,UNK,Quarterly,N,Y,Y,Y,N,NC,N/A,N/A,N/A,N,N,N/A,NC,N/A,UNK,NC,NC,NC,N/A,UNK,"Denver Parks and
Recreation Centers.",NC,NC,UNK,Access2Care,48 one-way trips/year,UNK,N,NC,NC,NC,NC,UNK,NC,NC,NC,NC,UNK,UNK,NC,NC
CO: Denver,CVS Health Corporation,H4711 - 012 - 000,D-SNP HMO,"QMB, QMB +. SLMB +, FBDE",N,,Y,"$3,000",Y,0%,0%,?,0%,0%,?,Aetna,,Vendor,Identical,N,Y,?,Y,Y,?,Y,Y,Weak,NationsBenefits,$270 Shared,Quarterly,N,NationsBenefits,Quarterly,Y,Y,Y ,Y Mailorder,N,UNK,Quarterly ,"utility expenses such
as water, heating oil, electricity, sanitary/trash, gas, land
line or cell phone, and internet.",N,"Y (Food,Utility and Transportation) ",N,N/A,NC,N/A,UNK,NC,NC,NC,NC,EyeMed,Tivity Health SilverSneakers®,NC,NC,NationsHearing,NationsBenefits,"$270 Shared Allowance; can be used towards amublance services, public transportation and gas",UNK,Y ,NC,NC,LifeStation,"This benefit includes the equipment
(in‐home or mobile with GPS), shipping, fulfillment, monitoring
and customer service.",GA Foods,"This benefit is offered for hair loss as a result of chemotherapy.
Plan pays up to $400 every year for covered wigs. You are responsible for any amount above the wig coverage limit. Members can obtain the benefit by locating a local durable
medical equipment (DME) provider on AetnaMedicare.com or pay for the services up front and submit a claim for reimbursement.",NC,"• Emergency care (worldwide)
• Emergency ambulance services (worldwide)
$150,000 annual maximum benefit for worldwide emergency
and urgently needed care.",NC,UNK,UNK,Allina Health Aetna Medicare,Y
CO: Denver,"UnitedHealth Group, Inc.",H0624 - 001 - 000,D-SNP HMO,"QMB, QMB +. SLMB +, FBDE",N,,Y,"$4,000",Y,0%,0%,0%,0%,0%,N/A,UnitedHealthCare,,Vendor,Identical,N,Y,Y,Y,Y,N,Y,Y,Weak/Same,Solutran,$180 Shared ,Monthly,N,Solutran,Monthly,Y,Y,Y,Y,N,Solutran,Monthly,"Electricity, gas, water and internet",N,"Y (Food, OTC, Utility) ",N,N/A,OptumHealth Care Solutions,"$0 copayment; 20 routine acupuncture visits each year.
Covered services include routine visits to treat nerve,
muscle, and/or bone pain and nausea. No referral required.
This benefit does not cover treatment for: Weight loss, Sexual dysfunction, Mental conditions such as depression, smoking cessation, or drug or alcohol addiction. Any other conditions not related to the relief of pain",UNK,NC,NC,OptumHealth Care Solutions,"20 routine chiropractic visits each year. This
benefit is in addition to the Medicare-covered Chiropractic. Covered services include routine visits to treat nerve, muscle, and/or bone pain and nausea. No referral required. This benefit does not cover treatment for any other conditions not related to pain relief.",,Renew Active®,NC,Discounted meal delivery covered under fitness benefit,UnitedHealthcare Hearing,ModivCare,60 one-way trips/year (limited to ground transportation only),50 miles,N,NC,NC,Lifeline,$0 button wrist/pendant; covers the subscription ,Mom’s Meals®,NC,NC,UNK,NC,UNK,UNK,NurseLine,Y
CO: Denver Metro,"UnitedHealth Group, Inc.",H0609 - 012 - 000,Zero MAPD HMO,,,,,$750,Y,0%,0%,0%,0%,0%,N/A,UnitedHealthCare,,Vendor,Identical,N,Y,Y,Y,Y,N,Y,Y,Weak,NC,NC,NC,NC,In store: Solutran; online and over the phone: Firstline,Quarterly,Y,Y,Y,Y,N ,NC,NC,NC,NC,N ,N,N/A,OptumHealth Care Solutions,"12 visits each year, $10 copayment; covered services include routine visits to treat nerve, muscle, and/or bone pain and nausea. No referral required. (This benefit does not cover treatment for: weight loss; sexual dysfunction; mental conditions such as depression, smoking cessation, or drug or alcohol addiction; any other conditions not related to the relief of pain.)",UNK,NC,NC,OptumHealth Care Solutions,"12 visits/annually, $10 copayment; covered services include routine visits to treat nerve, muscle, and/or bone pain and nausea. No referral required. This benefit does not cover treatment for any other conditions not related to pain relief.",UnitedHealthcare Vision,Renew Active,NC,NC,UnitedHealthcare Hearing,NC,NC,NC,N ,NC,NC,NC,NC,Mom's Meals,NC,NC,UNK,NC,UNK,UNK,NurseLine,Y
CO: Denver Metro,"UnitedHealth Group, Inc.",H0609 - 048 - 000,Zero MAPD HMO,,,,,"$2,000",Y,0%,0%,0%,0%,0%,N/A,UnitedHealthCare,,Vendor,Identical,N,Y,Y,Y,Y,N,Y,Y,Weak,NC,NC,NC,NC,In store: Solutran; online and over the phone: Firstline,Quarterly,Y,Y,Y,Y,N ,NC,NC,NC,NC,N ,N ,N/A,OptumHealth Care Solutions,"12 visits each year, $10 copayment; covered services include routine visits to treat nerve, muscle, and/or bone pain and nausea. No referral required. (This benefit does not cover treatment for: weight loss; sexual dysfunction; mental conditions such as depression, smoking cessation, or drug or alcohol addiction; any other conditions not related to the relief of pain.)",UNK,NC,NC,OptumHealth Care Solutions,"12 visits/annually, $10 copayment; covered services include routine visits to treat nerve, muscle, and/or bone pain and nausea. No referral required. This benefit does not cover treatment for any other conditions not related to pain relief.",UnitedHealthcare Vision,Renew Active,NC,NC,UnitedHealthcare Hearing,ModivCare,24 one-way trips/year (limited to ground transportation only),50 miles,N ,NC,NC,NC,NC,Mom's Meals,NC,NC,UNK,NC,UNK,UNK,NurseLine,Y
CO: Denver Metro,"Kaiser Foundation Health Plan, Inc.",H0630 - 013 - 000,Zero MAPD HMO,,,,,"$750/$1,250/$1,750",Y,0%,0%,N/A,0%,0%,N/A,Delta Dental PPO,,Vendor,?,N,Y,N,Y,Y,?,Y,Y,Weak,NC,NC,NC,NC,UNK,Quarterly,N ,Y ,EOC doesn't specify how to order from catalog; presumably members can order online,UNK,N ,NC,NC,NC,NC,"N -- see note below re: Optional Supplemental Benefits, which combine benefits","N -- (see note below re: optional supplemental benefits -- Option 1 includes dental, hearing aid, eyewear, and in-home support)",N/A,UNK,"(These optional supplemental benefits only apply to members enrolled in Advantage Plus Option 2) We cover up to a total of 16 self-referred visits for acupuncture services per calendar year when provided by participating providers, $15 copay per visit. The following acupuncture services are covered if clinically appropriate to treat neuromusculoskeletal pain resulting from an injury or illness, or for the treatment of allergy, asthma, nausea or vomiting, when provided by participating acupuncturists: acupuncture by manual stimulation, electro-acupuncture applied to inserted needles and acupressure. Cupping or moxibustion are only covered in lieu of electrical stimulation.",UNK,NC,NC,NC,NC,UNK,SilverSneakers,NC,NC,UNK,UNK,"12 one-way trips per year for Bronze, Core, or Silver plan members; NOTE: Trips are limited to going to and from a network provider;",55 miles (one-way),N ,UNK,"In-home support for Silver and Gold plan members: member receives 8 hours of non-medical, in-home support services every month to address assistance with Activities of daily living (ADLs) and Instrumental Activities of Daily Living (IADLs) within the home. Minimum hours per visit: Each visit must be at least 2 hours.Silver and Gold plan members have additional coverage if you are enrolled in Advantage Plus. Note: For Core or Bronze plan members, in-home support is not covered unless you are enrolled in Advantage Plus.",NC,NC,NC,NC,NC,UNK,NC,UNK,UNK,UNK,Y
CO: Denver Metro,Humana Inc.,H0028 - 025 - 001,Zero MAPD HMO,,,,,"$2,000",Y,"0% IN, 100% OON","0% IN, 100% OON",N/A,"0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON",Humana,,Vendor,Different,N,Y,N,Y,Y,Y,Y,Y,Weak,NC,NC,NC,NC,UNK,Quarterly,Y,N ,N,N,N,NC,NC,NC,NC,N,"Y -- Humana Flex Allowance gives members a $250 annual allowance that can be used toward out-of-pocket costs, including copays, for the plan's dental, vision, and/or hearing supplemental benefits.",N,NC,NC,UNK,NC,NC,UNK,"Members may self-refer to a network chiropractor for 12 visits per calendar year for routine spinal adjustments. Covered supplemental services include: new and established patient examinations, select x-ray procedures, non-spinal/extremity manipulation, and select physical medicine modalities and procedures.",EyeMed Vision Care,SilverSneakers,NC,NC,TruHearing,UNK,24 one-way trips/year,100 miles,N ,UNK,"$0 copayment -- A minimum of 4 hours per day up to a maximum of 80 hours per year for certain in-home support services to assist individuals with disabilities and/or medical conditions in performing activities of daily living (ADLs) and Instrumental Activities of Daily living (IADLs) within the home by a qualified aide. A member must be receiving assistance with a minimum of one ADL to receive assistance with any IADL. Examples of ADLs: Assistance with bathing, dressing, or grooming; toileting; eating or drinking; changing positions; walking independently. Examples of IADLs: preparing meals, shopping on behalf of the member for groceries or personal items, performing light housework, laundry, dishes.",NC,NC,UNK -- (Humana Well Dine® meal program),NC,"The Hospice Care benefit includes short-term caregiver respite relief: In-Home Respite Care – 40 hours per year of in-home respite care available to you upon selection of an in-network hospice provider. Service will be coordinated by your hospice care team to ensure your needs are attended to with the proper level of care. Note: If you need non-hospice care (care that is not related to your terminal prognosis), you should contact us to arrange the services.",UNK,NC,UNK,UNK,NC,NC
CO: Denver Metro,CVS Health Corporation,H5521 - 250 - 000,Zero MAPD PPO,,,,,"$1,500",Y,0%,0%,?,0%,0%,?,Aetna PPO,,Vendor,Identical,N,Y,?,Y,Y,?,Y,Y,Weak,NC,NC,NC,NC,OTC Health Solutions,Quarterly,Y -- at select participating CVS stores,Y  ,Y,Y,N,NC,NC,NC,NC,N ,NC,N/A,NC,NC,UNK,NC,NC,NC,NC,EyeMed,SilverSneakers,NC,NC,NationsHearing,NC,NC,NC,NC,NC,NC,NC,NC,GA Foods,NC,NC,UNK,NC,UNK,UNK,UNK,Y
CO: Denver Metro,"Elevance Health, Inc.",H4909 - 022 - 000,Zero MAPD PPO,,,,,$500/$1000/$2000,20-75%,20-75%,20-75%,20-75%,20-75%,20-75%,20-75%,Dentaquest,,Vendor,Different,N,Y,Y,Y,Y,Y,Y,Y,Weak,UNK,"UNK -- EOC doesn't specify limit for retail purchases, just states that orders delivered through the mail are limited to one order per month and must be for at least $35. Note that Healthy Groceries are included as part of the Flex account and Essential Extras -- it appears that members must choose this benefit, don't automatically receive it.",Monthly,N ,UNK,Quarterly,Y,Y,Y,Y,N ,UNK,Monthly,"Essential Extras Choice: Natural/propane gas, electricity, water, sewer, internet and cellular",N ,Y -- Healthy Groceries and Flex Account - Utilities; members can also select 1 Essential Extra,"Y -- there is a Healthy Groceries and Flex Account - Utilities, and a Flex Account -- Dental, Vision, and Hearing","You can select one (1) of these Essential
Extras:
§ Flex Account - Utilities*: $50 every month
§ Healthy Groceries*: $50 every month
§ Assistive Devices: $500 every year
§ Flex Account - Dental, Vision, Hearing: $500
every year
§ In-Home Support: 60 hours every year
§ Transportation: 60 one-way trips every year",NC,NC,UNK,NC,NC,NC,NC,UNK,SilverSneakers,Y -- limited to one device every 2 years provided through the contracted vendor,The Healthy Groceries benefits allows members to have orders delivered through the mail (limited to 1 order per month and must be for at least $35),,UNK,"UNK -- This benefit covers one-way trips. To and from medical visits, SilverSneakers locations, and visits to a pharmacy to pick up prescriptions. Stops at a pharmacy after a covered medical service will not count as a separate trip. ",60 miles,Y -- Essential Extras choice: Assistive Devices,UNK,"In-Home Support is one of the Essential Extras choices: 60 hours every year; This benefit provides companionship and assistance with independent activities of daily living such as home-based chores, help getting to appointments or getting items such as groceries, medication, and more. Help getting to appointments does not include transportation. In-home support can work in conjunction with other benefits or care plans to promote independent living, aid in reducing a member’s feeling of social isolation, and improve their overall mental outlook. You must use the plan approved provider.
",PERS,$0.00 copay for one personal emergency response system and monthly monitoring by a contracted vendor.,NC,NC,NC,"Coverage is limited to $100,000 per year for worldwide emergency services.","One of the Essential Extras options is In-Home Support, which provides companionship as a part of its benefit: ""... aid in reducing a member's feeling of social isolation and improve their overall mental outlook""",UNK,UNK,NurseLine,Y   
CO: Denver Metro,"UnitedHealth Group, Inc.",H2577 - 002 - 000,Zero MAPD PPO,,,,,$500,Y,0%,0%,0%,0%,0%,0%,UnitedHealthCare,,Vendor,Identical,N,Y,?,?,?,?,?,?,Weak,NC,NC,NC,NC,In store: Solutran; online and over the phone: Firstline,Quarterly,Y,Y,Y,Y,N ,NC,NC,NC,NC,N ,N,N/A,OptumHealth Care Solutions,"12 visits/annnually; Covered services include routine visits to treat nerve, muscle, and/or bone pain and nausea. No referral required. (This benefit does not cover treatment for: weight loss; sexual dysfunction; mental conditions such as depression, smoking cessation, or drug or alcohol addiction; any other conditions not related to the relief of pain.) This benefit is combined In and out of network.",UNK,NC,NC,OptumHealth Care Solutions,"12 visits/annually; Covered services include routine visits to treat nerve, muscle, and/or bone pain and nausea. No referral required. This benefit does not cover treatment for any other conditions not related to pain relief. This benefit is combined in and out of network.",UnitedHealthcare Vision,Renew Active,NC,NC,UnitedHealthcare Hearing,NC,NC,NC,NC,NC,NC,NC,NC,Mom's Meals,NC,NC,UNK,NC,UNK,UNK,NurseLine,Y
CO: El Paso/Teller,CVS Health Corporation,H4711 - 008 - 000,Zero MAPD HMO,,,,,"$1,200",Y,0%,0%,?,0%,0%,?,Aetna PPO,,Vendor,Identical,N,Y,?,Y,Y,?,Y,Y,Weak,NC,NC,NC,NC,OTC Health Solutions,Quarterly,Y,Y,Y,Y,N ,NC,NC,NC,NC,N,N ,N/A,NC,NC,UNK,NC,NC,NC,NC,EyeMed,"SilverSneaker (Tivity Health, Inc)",NC,NC,NationsHearing,NC,NC,NC,NC,NC,NC,NC,NC,UNK   ,NC,NC,UNK,NC,UNK,UNK,UNK,Y
CO: El Paso/Teller,"UnitedHealth Group, Inc.",H0609 - 036 - 002,Zero MAPD HMO,,,,,"$1,000",Y,0%,0%,0%,0%,0%,N/A,UnitedHealthCare,,Vendor,Identical,N,Y,Y,Y,Y,N,Y,Y,Weak,NC,N/A,N/A,N/A,In store: Solutran; online and over the phone: Firstline,Quarterly,Y,Y,Y,Y,N,NC (if billed separately from rent),N/A,N/A,N/A,N,N,N/A,OptumHealth Care Solutions,12 visits/annually,UNK,NC,N/A,OptumHealth Care Solutions,12 visits/annually,UnitedHealthcare Vision,Renew Active,NC,Discounted meal delivery covered under fitness benefit,UnitedHealthcare Hearing,ModivCare,12 one-way trips/annually,50 miles,NC,NC,N/A,N/A,NC,N/A,NC,NC,Benefit is provided; annual/lifetime limit UNK.,NC,UNK,UNK,NurseLine,Y
CO: El Paso/Teller,Humana Inc.,H0028 - 025 - 002,Zero MAPD HMO,,,,,"$2,000",Y,"0% IN, 100% OON","0% IN, 100% OON",N/A,"0% IN, 100% OON","0% IN, 100% OON","0% IN, 100% OON",Humana,,Vendor,Different,N,Y,N,Y,Y,Y,Y,Y,Weak,NC,N/A,N/A,N/A,UNK,Quarterly,Y,N,N,N,N,N/A,NC,N/A,N/A,N,"Y -- $250 prepaid Visa card, which can be used toward the plans's covered vision, dental, and/or hearing services.",N,NC,N/A,UNK,NC,N/A,UNK,12 visits/annually,EyeMed Vision Care,"SilverSneaker (Tivity Health, Inc)",NC,NC,TruHearing,UNK,24 one-way trips/annually,125 miles,NC,UNK,Min. 4 hrs./day up to 80 hrs./annually max.,NC,N/A,Humana Well Dine,NC,Short-term hospice caregiver respite relief,Benefit is provided; annual/lifetime limit UNK.,NC,UNK,UNK,N/A,N
CO: El Paso/Teller,"UnitedHealth Group, Inc.",H0609 - 036 - 001,Zero MAPD HMO,,,,,$750,Y,0%,0%,0%,0%,0%,N/A?,UnitedHealthCare,,Vendor,Identical,N,Y,Y,Y,Y,N?,Y,Y,Weak,NC,NC,NC,NC,In store: Solutran; online and over the phone: Firstline,Quarterly,Y,Y,Y,Y,N ,NC,NC,NC,NC,N,N ,N/A,OptumHealth Care Solutions,"12 visits/annnually; Covered services include routine visits to treat nerve, muscle, and/or bone pain and nausea. No referral required. (This benefit does not cover treatment for: weight loss; sexual dysfunction; mental conditions such as depression, smoking cessation, or drug or alcohol addiction; any other conditions not related to the relief of pain.)",UNK,NC,NC,OptumHealth Care Solutions,"12 visits/annually; Covered services include routine visits to treat nerve, muscle, and/or bone pain and nausea. No referral required. This benefit does not cover treatment for any other conditions not related to pain relief.",UnitedHealthcare Vision,Renew Active,NC,NC,UnitedHealthcare Hearing,ModivCare,12 one-way trips/each year,50 miles,NC,NC,NC,NC,NC,NC,NC,NC,UNK,NC,UNK,UNK,NurseLine,Y
